university_id,degree_name,merit_formula,eligibility_pct,url
109,BS Textile Engineering,Available upon contact,,http://www.ntu.edu.pk/
109,BS Textile Engineering Technology,Available upon contact,,http://www.ntu.edu.pk/
109,BS Textile Management & Marketing,Available upon contact,,http://www.ntu.edu.pk/
109,Bachelor of A & M Design,Available upon contact,,http://www.ntu.edu.pk/
109,Bachelor of Business Administration,Available upon contact,,http://www.ntu.edu.pk/
109,Bachelor of Computer Engineering Technology,Available upon contact,,http://www.ntu.edu.pk/
109,Bachelor of Digital Marketing & Creative Design,Available upon contact,,http://www.ntu.edu.pk/
109,Bachelor of Fashion Design,Available upon contact,,http://www.ntu.edu.pk/
109,Bachelor of Interior Design,Available upon contact,,http://www.ntu.edu.pk/
109,Bachelor of Textile Design,Available upon contact,,http://www.ntu.edu.pk/
109,Bachelor of Visual Arts,Available upon contact,,http://www.ntu.edu.pk/
110,BBA,Available upon contact,50,https://maqsad.io/fast-aggregate-calculator
110,BS Artificial Intelligence,~75.40% Lahore (NU-2025 closing merit),60,https://www.tayarishayari.com/resources/fast-nuces-entry-test-2026
110,BS Computer Science,~74.18% Lahore / ~72.68% Islamabad (NU-2025 closing merit),60,https://www.tayarishayari.com/resources/fast-nuces-entry-test-2026
111,Allied Health Sciences (BS),Available upon contact,,https://mdcatmentor.org/nums-mdcat/
111,BDS,Available upon contact,60,https://mdcatmentor.org/nums-mdcat/
111,BS Nursing (BSN),Available upon contact,,https://numspak.edu.pk/admissions-details.php
111,MBBS,"~95.20% (Army Medical College, 2024 open merit); ~90% (affiliated private colleges)",60,https://mdcatmentor.org/nums-mdcat/
112,BBA / Management Sciences,Available upon contact,45,https://pmdc.org.pk/national-university-modern-languages-numl-admission-guide/
112,BS Computer Science,Available upon contact,45,https://pmdc.org.pk/national-university-modern-languages-numl-admission-guide/
112,BS International Relations,Available upon contact,45,https://pmdc.org.pk/national-university-modern-languages-numl-admission-guide/
112,BS Languages (English/Chinese/Arabic/Korean/etc.),Available upon contact,45,https://pmdc.org.pk/national-university-modern-languages-numl-admission-guide/
113,BBA,65% (2024 closing merit),60,https://blog.maqsad.io/blog/nust-closing-merits
113,BS Computer Science,"~82-87% (2025-26 typical range, NET-based)",60,https://nust.edu.pk/admissions/undergraduates/merit-criteria-for-admission-on-net-basis/
113,BS Economics,67% (2024 closing merit),60,https://blog.maqsad.io/blog/nust-closing-merits
113,BS Electrical Engineering,72% (2024 closing merit),60,https://blog.maqsad.io/blog/nust-closing-merits
113,BS Mechanical Engineering,71% (2024 closing merit),60,https://blog.maqsad.io/blog/nust-closing-merits
113,BS Software Engineering (SEECS),74% (2024 closing merit),60,https://blog.maqsad.io/blog/nust-closing-merits
114,BS Computer Science / Artificial Intelligence / Software Engineering,Available upon contact,,https://en.wikipedia.org/wiki/National_University_of_Technology
114,BS Electrical Engineering / Civil Engineering / Computer Engineering,Available upon contact,,https://en.wikipedia.org/wiki/National_University_of_Technology
114,BS Mechanical Engineering,Available upon contact,,https://en.wikipedia.org/wiki/National_University_of_Technology
115,BBA (Business Studies / Management Studies / e-Business),Available upon contact,50,https://admissions.com.pk/nhu-admission/
115,BS Computer Science / Electronics Systems / Communications Systems / Renewable Energy,Available upon contact,,https://admissions.com.pk/nhu-admission/
115,Bachelor of Architecture / BE Mechanical & Electrical Engineering / BE Mechanical Engineering,Available upon contact,,https://nhu.edu.pk/admission-details/
115,Pharm-D,Available upon contact,,https://en.wikipedia.org/wiki/Nazeer_Hussain_University
116,B.Com / B.Tech (Civil/Electrical),Available upon contact,,https://www.studysolutions.pk/newports-institute-of-communication-and-economics-karachi-admission
116,"BBA (Hons, 4 Years)",Available upon contact,,https://en.wikipedia.org/wiki/Newports_Institute_of_Communications_and_Economics
116,BS Computer Science (4 Years),Available upon contact,,https://en.wikipedia.org/wiki/Newports_Institute_of_Communications_and_Economics
116,BS Fashion Designing / Textile Designing / Media Studies,Available upon contact,,https://campusguru.pk/en/university/karachi/newports-institute-of-communication-and-economics-karachi-main-campus
117,BDS,Available upon contact,65,https://www.ilmkidunya.com/colleges/nishtar-medical-college-multan-merit-lists.aspx
117,BS Human Nutrition and Dietetics,Available upon contact,,https://en.wikipedia.org/wiki/Nishtar_Medical_University
117,BS Optometry,Available upon contact,,https://mbbs.org.pk/nishtar-medical-college-multan-admission/
117,MBBS,94.15%-95.16% (2025-26 UHS/independent cycles),65,https://mdcatprep.com/merit-calculator
118,BBA (Hons) / BBA-IT / English / Mathematics,Available upon contact,,https://www.result.pk/colleges/northern-university.html
118,BS Civil Engineering,Available upon contact,,https://www.admission.pk/universities/universities_display.aspx?university=nu
118,BS Computer Science / Software Engineering / Telecommunication / Computer Engineering,Available upon contact,,https://www.ilmkidunya.com/colleges/northern-university---nowshera.aspx
119,BS Artificial Intelligence,Available upon contact,60,https://www.paf-iast.edu.pk/
119,BS Computer Science,Available upon contact,60,https://www.paf-iast.edu.pk/
119,BS Computer Science (Game Development),Available upon contact,60,https://www.paf-iast.edu.pk/
119,BS Electrical Engineering,Available upon contact,60,https://www.paf-iast.edu.pk/
120,BS Chemical Engineering,Available upon contact,60,https://admissionscorner.com/pakistan-institute-of-engineering-and-applied-sciences-pieas-admissions/
120,BS Computer & Information Sciences,Available upon contact,60,https://admissions.pieas.edu.pk/Admissions/Contents/Information%20leaflet%20BS-Programs-Updated_02012026.pdf
120,BS Electrical Engineering / Mechanical Engineering,Available upon contact,60,https://pmdc.org.pk/pakistan-institute-engineering-applied-sciences-pieas-admission-guide/
120,BS Physics / Metallurgy & Materials Engineering,Available upon contact,60,https://admissions.pieas.edu.pk/Admissions/Contents/Information%20leaflet%20BS-Programs-Updated_02012026.pdf
121,Bachelor of Fashion Design,Available upon contact,50,https://www.pifd.edu.pk/admission.html
121,Bachelor of Fashion Marketing and Promotions,Available upon contact,50,https://en.wikipedia.org/wiki/Pakistan_Institute_of_Fashion_and_Design
121,Bachelor of Furniture Design and Manufacturing / Leather Accessories and Footwear,Available upon contact,50,https://en.wikipedia.org/wiki/Pakistan_Institute_of_Fashion_and_Design
121,Bachelor of Gems and Jewelry Design,Available upon contact,50,https://en.wikipedia.org/wiki/Pakistan_Institute_of_Fashion_and_Design
121,Bachelor of Textile Design,Available upon contact,50,https://en.wikipedia.org/wiki/Pakistan_Institute_of_Fashion_and_Design
122,BS Anesthesia Technology,Available upon contact,,http://myu.edu.pk/
122,BS Artificial Intelligence,Available upon contact,,http://myu.edu.pk/
122,BS Cardiac Care Technology,Available upon contact,,http://myu.edu.pk/
122,BS Civil Engineering,Available upon contact,,http://myu.edu.pk/
122,BS Computer Science,Available upon contact,,http://myu.edu.pk/
122,BS Cyber Security,Available upon contact,,http://myu.edu.pk/
122,BS Dental Technology,Available upon contact,,http://myu.edu.pk/
122,BS Economics,Available upon contact,,http://myu.edu.pk/
122,BS Electrical Engineering,Available upon contact,,http://myu.edu.pk/
122,BS Emergency Technology,Available upon contact,,http://myu.edu.pk/
122,BS English,Available upon contact,,http://myu.edu.pk/
122,BS Gynecological Care Technology,Available upon contact,,http://myu.edu.pk/
122,BS Human Nutrition & Dietetics,Available upon contact,,http://myu.edu.pk/
122,BS International Relations,Available upon contact,,http://myu.edu.pk/
122,BS Optometry,Available upon contact,,http://myu.edu.pk/
122,BS Psychology,Available upon contact,,http://myu.edu.pk/
122,BS Radiography and Imaging Technology,Available upon contact,,http://myu.edu.pk/
122,BS Software Engineering,Available upon contact,,http://myu.edu.pk/
122,BS Surgical Technology,Available upon contact,,http://myu.edu.pk/
122,BSCS (2 Years Bridge Program),Available upon contact,,http://myu.edu.pk/
123,BS Nursing,Available upon contact,,http://www.pumhs.edu.pk
123,MBBS,Available upon contact,,http://www.pumhs.edu.pk
123,PHARM-D,Available upon contact,,http://www.pumhs.edu.pk
124,BS Nursing (Generic) / Human Nutrition and Dietetics,Available upon contact,,https://www.ilmkidunya.com/colleges/pir-abdul-qadir-shah-jeelani-institute-of-medical-sciences-gambat.aspx
124,BS Pathology Laboratory / Radiology / Surgical Technology / Dialysis Technology / Anesthesia Technology,Available upon contact,,https://www.ilmkidunya.com/colleges/pir-abdul-qadir-shah-jeelani-institute-of-medical-sciences-gambat.aspx
124,MBBS,Available upon contact,,https://gims.edu.pk/
125,BBA (Hons),Available upon contact,50,https://www.ilmkidunya.com/colleges/pir-mehar-ali-shah-university-of-arid-agriculture-uaar-rawalpindi.aspx
125,BS Data Analytics,"~56.9-58.9 (Fall 2025 official merit list score range, actual selected candidates)",60,https://admissions.uaar.edu.pk/admissions/meritlists/7FR-rzhjgbHRyKsw.pdf
125,BS Environmental Sciences,Available upon contact,60,https://admissions.uaar.edu.pk/admissions/meritlists/7sdEyYP-MnMEaaB7.pdf
125,BSc (Hons) Agriculture,Available upon contact,,https://www.ilmkidunya.com/colleges/pir-mehar-ali-shah-university-of-arid-agriculture-uaar-rawalpindi.aspx
125,BSc (Hons) Human Nutrition and Dietetics,Available upon contact,60,https://www.result.pk/colleges/pir-mehr-ali-shah-arid-agriculture-university-rawalpindi-merit-list.html
126,BBA,Available upon contact,50,https://jaamiah.com/university/preston-university-peshawar/
126,BS Computer Science (BSCS),Available upon contact,50,https://jaamiah.com/university/preston-university-peshawar/
126,BS Economics / Psychology / Mathematics / Physics / Chemistry / Biology / International Relations,Available upon contact,50,https://preston.edu.pk/courses.php
127,BBA,Available upon contact,,https://www.ilmkidunya.com/colleges/preston-university-karachi.aspx
127,BS Computer Science (BSCS),Available upon contact,50,https://preston.edu.pk/admission_eligibility.php
128,BSc Electrical Engineering Technology,Available upon contact,50,https://admissionscorner.com/punjab-tianjin-university-of-technology-ptut-admissions/
128,BSc Mechanical Engineering Technology,Available upon contact,50,https://www.learningall.com/punjab-tianjin-university-of-technology-lahore-admission/
128,Bachelor in Fashion Design,Available upon contact,50,https://www.learningall.com/punjab-tianjin-university-of-technology-lahore-admission/
129,BBA / Engineering / Education / Pharmacy / Medical and Health Sciences,Available upon contact,,https://alluniversities.pk/listing/qalandar-shahbaz-university-of-modern-sciences/
129,BS Computer Science,Available upon contact,,https://alluniversities.pk/listing/qalandar-shahbaz-university-of-modern-sciences/
130,Bachelor of Eastern Medicine System,Available upon contact,,http://www.qu.edu.pk/
131,BE Civil Engineering / Software Engineering / Computer Systems Engineering,Available upon contact,,https://www.quest.edu.pk/static/pdfs/admission_advertisement_25_batch.pdf
131,BS Computer Science,Available upon contact,,"https://www.ilmkidunya.com/admissions/Admission-Open-in-Quaid-e-Awam-Univeristy-of-Engineering-Sciences-and-Technology(quest),-Nawabshah-23220"
131,BS Information Technology,Available upon contact,,"https://www.ilmkidunya.com/admissions/Admission-Open-in-Quaid-e-Awam-Univeristy-of-Engineering-Sciences-and-Technology(quest),-Nawabshah-23220"
131,BS Physics / Mathematics and Statistics,Available upon contact,,"https://www.ilmkidunya.com/admissions/Admission-Open-in-Quaid-e-Awam-Univeristy-of-Engineering-Sciences-and-Technology(quest),-Nawabshah-23220"
132,BS Computer Science,Available upon contact,50,https://qau.edu.pk/
132,BS Economics,Available upon contact,50,https://qau.edu.pk/
132,BS International Relations,Available upon contact,50,https://qau.edu.pk/
132,BS Physics,Available upon contact,50,https://qau.edu.pk/
132,Pharm-D,Available upon contact,60,https://qau.edu.pk/
133,BBA,Available upon contact,60,https://en.wikipedia.org/wiki/Qurtuba_University
133,BS Electrical Engineering,Available upon contact,60,https://en.wikipedia.org/wiki/Qurtuba_University
133,Bachelor of Computer Science,Available upon contact,60,https://ilm.ilm.com.pk/admissions/universities/qurtuba-university-admission-form-advertisement-last-date/
133,LLB,Available upon contact,60,https://en.wikipedia.org/wiki/Qurtuba_University
133,Pharm-D,Available upon contact,60,https://en.wikipedia.org/wiki/Qurtuba_University
134,BS Computer Science,Available upon contact,,https://www.facebook.com/rlku.edu.pk/
134,BS Human Nutrition and Dietetics / Allied Health Sciences,Available upon contact,45,https://rlku.edu.pk/
134,BS Nursing,Available upon contact,45,https://www.result.pk/educom/rlku-rashid-latif-khan-university-lahore-admissions-2023-37974.htm
134,DPT (Physical Therapy),Available upon contact,45,https://rlku.edu.pk/
135,BDS,Available upon contact,65,https://pmdc.org.pk/rawalpindi-medical-university-rmu-admission-guide/
135,BS Medical Laboratory Technology (MLT),Available upon contact,,https://pmdc.org.pk/rawalpindi-medical-university-rmu-admission-guide/
135,BS Nursing,Available upon contact,,https://pmdc.org.pk/rawalpindi-medical-university-rmu-admission-guide/
135,MBBS,93.93% (2025-26 UHS final open-merit list),65,https://premeth.com/calculator
136,BS Artificial Intelligence / BS Software Engineering / BS Media & Communication Studies / BS Game Design & Production / Pharm-D / BS Medical Lab Technology (varies by campus),Available upon contact,45,https://riphah.edu.pk/admissions/
137,BS Biotechnology / Human Nutrition & Dietetics / Speech & Language Pathology,Available upon contact,60,https://campusguru.pk/en/university/faisalabad/riphah-international-universityfaisalabad-campus
137,BS Computer Science / Cyber Security / Data Science / Software Engineering / Information Technology,Available upon contact,60,https://jaamiah.com/university/riphah-university-faisalabad-campus/
138,"BS (general programs, near Gujranwala Medical College)",Available upon contact,,https://riphahgrw.edu.pk/faq
139,BS Artificial Intelligence,Available upon contact,50,https://riphahsahiwal.edu.pk/
139,BS Software Engineering,Available upon contact,50,https://scholarbee.pk/programs/bs-software-engineering/sahiwal/riphah-international-university-riphah-international-university-sahiwal-sahiwal
139,Doctor of Pharmacy (Pharm-D),Available upon contact,50,https://riphahsahiwal.edu.pk/
140,BE Biomedical Engineering,Available upon contact,60,https://www.shu.edu.pk/faqs/
140,BS Biosciences / BBA / BS Accounting and Finance,Available upon contact,45,https://www.shu.edu.pk/faqs/
140,BS Computer Science,Available upon contact,50,https://www.shu.edu.pk/faqs/
140,Doctor of Pharmacy (Pharm-D),Available upon contact,60,https://www.shu.edu.pk/faqs/
141,"BS (general, most departments)",Available upon contact,50,https://quettavoice.com/2026/07/15/quetta-balochistan-universities-admission-guide-uob-buitems-sbkwu-merit-lists-fees-and-scholarships/
141,DPT (5 Years),Available upon contact,50,https://quettavoice.com/2026/07/15/quetta-balochistan-universities-admission-guide-uob-buitems-sbkwu-merit-lists-fees-and-scholarships/
141,Pharm-D (5 Years),Available upon contact,50,https://quettavoice.com/2026/07/15/quetta-balochistan-universities-admission-guide-uob-buitems-sbkwu-merit-lists-fees-and-scholarships/
142,BBA,Available upon contact,60,https://pmdc.org.pk/sarhad-university-of-science-and-information-technology-suit-admission-guide/
142,BE Civil Technology,Available upon contact,60,https://www.result.pk/colleges/sarhad-university-of-science-and-information-technology-peshawar-admission.html
142,BS Artificial Intelligence,Available upon contact,60,https://pmdc.org.pk/sarhad-university-of-science-and-information-technology-suit-admission-guide/
142,BS Dental Technology,Available upon contact,60,https://www.result.pk/colleges/sarhad-university-of-science-and-information-technology-peshawar-admission.html
142,DPT (Doctor of Physiotherapy),Available upon contact,60,https://www.result.pk/colleges/sarhad-university-of-science-and-information-technology-peshawar-admission.html
143,BBA,Available upon contact,50,http://www.salu.edu.pk/newsdetail.aspx?id=R04tMTEyNC0xMQ%3D%3D
143,BSc (Hons) Archaeology,Available upon contact,50,https://www.eduvision.edu.pk/admissions/shah-abdul-latif-university-khair-pur-admissions-bachelor-level-32
143,BSc (Hons) Botany / Chemistry / Microbiology / Mathematics / Statistics,Available upon contact,50,https://www.mauqapakistan.com/2026/06/shah-abdul-latif-university-salu-admissions-2026-programs-eligibility-entry-test-fee-and-how-to-apply.html
143,LLB,Available upon contact,50,https://www.mauqapakistan.com/2026/06/shah-abdul-latif-university-salu-admissions-2026-programs-eligibility-entry-test-fee-and-how-to-apply.html
144,BS (Hons) Fine Arts,Available upon contact,,https://admissions.sabsu.edu.pk/admission-policy/
144,BS Architecture and Planning / B.Arch (5 Years),Available upon contact,,https://admissionscorner.com/shaheed-allah-buksh-soomro-university-jamshoro-bs-admissions-fall/
144,BS Textile Design / Communication Design / Fashion Design / Interior Design,Available upon contact,,https://sabsu.edu.pk/admissions/
145,B.Ed / Fashion Designing,Available upon contact,50,https://jaamiah.com/university/shaheed-benazir-bhutto-city-university-khi/
145,BBA / B.Com,Available upon contact,50,https://jaamiah.com/university/shaheed-benazir-bhutto-city-university-khi/
145,BS Computer Science,Available upon contact,50,https://jaamiah.com/university/shaheed-benazir-bhutto-city-university-khi/
145,Electrical Technology / Electronic Technology,Available upon contact,50,https://jaamiah.com/university/shaheed-benazir-bhutto-city-university-khi/
146,B.Ed,Available upon contact,50,https://en.wikipedia.org/wiki/Shaheed_Benazir_Bhutto_Dewan_University
146,BBA,Available upon contact,50,https://www.ilmkidunya.com/colleges/shaheed-benazir-bhutto-dewan-university-karachi-admission.aspx
146,BS Computer Science (BSCS),Available upon contact,50,https://www.ilmkidunya.com/colleges/shaheed-benazir-bhutto-dewan-university-karachi-admission.aspx
146,DPT (Doctor of Physical Therapy),Available upon contact,,https://en.wikipedia.org/wiki/Shaheed_Benazir_Bhutto_Dewan_University
146,Pharm-D,Available upon contact,,https://en.wikipedia.org/wiki/Shaheed_Benazir_Bhutto_Dewan_University
147,BS Computer Science,Available upon contact,45,https://www.sbbwu.edu.pk/
147,BS English,Available upon contact,45,https://www.sbbwu.edu.pk/
147,BS Psychology,Available upon contact,45,https://www.sbbwu.edu.pk/
147,BS Software Engineering,Available upon contact,45,https://www.sbbwu.edu.pk/
148,BBA / BABS,85-90%+ typically needed for merit scholarship,50,https://szabist.edu.pk/admission-requirements/
148,BS Artificial Intelligence / Autonomous Systems and AI,Available upon contact,50,https://szabist.edu.pk/admission-requirements/
148,BS Computer Science / Software Engineering,Available upon contact,50,https://szabist.edu.pk/admission-requirements/
148,BS Psychology / Sociology / International Relations / Economics with Data Science,Available upon contact,45,https://szabist-isb.edu.pk/wp-content/uploads/Noticeboard/AdmissionNotification.pdf
149,BDS,Available upon contact,60,http://www.szabmu.edu.pk/admission/mbbs-admission
149,BS Medical Biotechnology / BS Dental Technology,Available upon contact,50,https://www.result.pk/colleges/shaheed-zulfiqar-ali-bhutto-medical-university-islamabad-merit-list.html
149,DPT (Doctor of Physical Therapy),Available upon contact,50,https://www.result.pk/colleges/shaheed-zulfiqar-ali-bhutto-medical-university-islamabad-merit-list.html
149,MBBS,Available upon contact (multiple sequential merit lists issued through the cycle),60,http://www.szabmu.edu.pk/admission/mbbs-admission
150,BS Computer Science,Available upon contact,,https://saus.edu.pk/
151,BDS,Available upon contact,,https://stmu.edu.pk/admissions/eligibility-criteria/
151,BS Computer Science,Available upon contact,,https://pmdc.org.pk/shifa-international-hospital-shifa-admission-guide/
151,DPT (Doctor of Physical Therapy),Available upon contact,50,https://pmdc.org.pk/shifa-international-hospital-shifa-admission-guide/
151,MBBS (Shifa College of Medicine),Available upon contact,,https://stmu.edu.pk/admissions/eligibility-criteria/
151,Pharm-D / BS Medical Laboratory Technology / Generic BSN Nursing,Available upon contact,50,https://stmu.edu.pk/admissions/eligibility-criteria/
152,BE Agricultural Engineering,Available upon contact,60,https://sau.edu.pk/wp-content/uploads/2024/08/Admission-Policy-2024-25-Final-Edit.pdf
152,BS Agro-Industrial Technology,Available upon contact,50,https://sau.edu.pk/wp-content/uploads/2025/11/Admission-Policy.pdf
152,BS Animal Husbandry & Veterinary Sciences,Available upon contact,50,https://educated.pk/sindh-agriculture-university-tandojam-admission/
152,BS Crop Production / Crop Protection,Available upon contact,50,https://sau.edu.pk/wp-content/uploads/2025/11/Admission-Policy.pdf
152,BS Food Science & Technology,Available upon contact,50,https://educated.pk/sindh-agriculture-university-tandojam-admission/
152,BS Food Science and Technology,Available upon contact,50,https://sau.edu.pk/admissions.php
152,BS Information Technology,Available upon contact,50,https://educated.pk/sindh-agriculture-university-tandojam-admission/
152,BSc (Hons) Agriculture,Available upon contact,50,https://sau.edu.pk/wp-content/uploads/2025/11/Admission-Policy.pdf
153,BBA / B.Ed / English Linguistics & Literature / Media Studies / Sociology / Social Sciences,Available upon contact,,https://www.ilmkidunya.com/admissions/Admission-Open-in-Sindh-Madressatul-Islam-University-22256.aspx
153,BS Accounting and Finance / Commerce / Banking & Finance / Economics,Available upon contact,,https://www.ilmkidunya.com/admissions/Admission-Open-in-Sindh-Madressatul-Islam-University-22256.aspx
153,BS Artificial Intelligence / Data Science / Cyber Security,Available upon contact,50,https://www.ilmkidunya.com/admissions/Admission-Open-in-Sindh-Madressatul-Islam-University-22256.aspx
153,BS Climate Change / Environmental Science / Food Science & Technology,Available upon contact,,https://www.ilmkidunya.com/admissions/Admission-Open-in-Sindh-Madressatul-Islam-University-22256.aspx
153,BS Computer Science / Software Engineering,Available upon contact,50,https://www.ilmkidunya.com/colleges/sindh-madressatul-islam-university-karachi-admission.aspx
154,BBA,Available upon contact,50,https://www.ilmkidunya.com/colleges/sir-syed-university-of-engineering-and-technology-karachi-merit-lists.aspx
154,BS Biomedical Engineering,Available upon contact,50,https://www.ilmkidunya.com/admissions/admission-open-in-sir-syed-university-of-engieering-and-technology-23525.aspx
154,BS Civil Engineering,Available upon contact,50,https://www.mauqapakistan.com/2026/05/sir-syed-university-of-engineering-and-technology-admission-2026-last-date-entry-test-pattern-and-how-to-apply.html
154,BS Computer Science,Available upon contact,50,https://www.mauqapakistan.com/2026/05/sir-syed-university-of-engineering-and-technology-admission-2026-last-date-entry-test-pattern-and-how-to-apply.html
154,BS Electronics Engineering,Available upon contact,50,https://www.mauqapakistan.com/2026/05/sir-syed-university-of-engineering-and-technology-admission-2026-last-date-entry-test-pattern-and-how-to-apply.html
155,BS Geology,Available upon contact,,https://www.ilmkidunya.com/colleges/sohail-university-admission.aspx
155,BS Nursing (Generic BSN),Available upon contact,,https://sohailuniversity.edu.pk/bsng/
155,DPT (Doctor of Physical Therapy),Available upon contact,,https://www.ilmkidunya.com/colleges/sohail-university.aspx
156,BBA,Available upon contact,,https://www.iba-suk.edu.pk/
156,BBA (Agri-Business),Available upon contact,,http://www.iba-suk.edu.pk
156,BS (ACCOUNTING & FINANCE),Available upon contact,,http://www.iba-suk.edu.pk
156,BS (Computer Science),Available upon contact,,http://www.iba-suk.edu.pk
156,BS (Mathematics),Available upon contact,,http://www.iba-suk.edu.pk
156,BS (Media & Communication),Available upon contact,,http://www.iba-suk.edu.pk
156,BS (Software Engineering),Available upon contact,,http://www.iba-suk.edu.pk
156,BS Agribusiness,Available upon contact,,https://www.iba-suk.edu.pk/
156,BS Artificial Intelligence,Available upon contact,,https://www.iba-suk.edu.pk/
156,BS Computer Science,Available upon contact (relatively competitive),,https://www.iba-suk.edu.pk/
156,Bachelor of Business Administration,Available upon contact,,http://www.iba-suk.edu.pk
157,BBA (Hons.),Available upon contact,,http://www.superior.edu.pk/
157,BDS (Azra Naheed Dental College),Available upon contact,,http://www.superior.edu.pk/
157,BS Aviation Management,Available upon contact,,http://www.superior.edu.pk/
157,BS Culinary Arts Management,Available upon contact,,http://www.superior.edu.pk/
157,BS Engineering (Electrical/Civil/Mechanical),Available upon contact,60,https://admissionpk.com/superior-university-lahore-admissions/
157,BS Nursing (Generic),Available upon contact,,https://www.pakadmissions.com/superior-university-lahore-bsn-admissions-2026
157,Bachelor of Eastern Medicine & Surgery,Available upon contact,,http://www.superior.edu.pk/
157,MBBS (Azra Naheed Medical College),Available upon contact,,http://www.superior.edu.pk/
158,BBA Apparel Manufacturing & Merchandising,Available upon contact,45,https://tip.edu.pk/admission-criteria/
158,BBA Fashion Design Management,Available upon contact,45,https://tip.edu.pk/admission-criteria/
158,BBA Textile Management & Marketing,Available upon contact,45,https://tip.edu.pk/admission-criteria/
158,BS Textile Design Technology,Available upon contact,45,https://tip.edu.pk/admission-criteria/
158,BS Textile Science,Available upon contact,45,https://tip.edu.pk/admission-criteria/
159,BBA,Available upon contact,,https://gotest.com.pk/admissions/thal-university-bhakkar-admission/
159,BS Computer Science,Available upon contact,,https://resultlinks.com.pk/thal-university-bhakkar-merit-list/
159,BS English,Available upon contact,,https://admissions.tu.edu.pk/meritLists.php
159,BS Natural Sciences / Health & Physical Sciences,Available upon contact,,https://resultlinks.com.pk/thal-university-bhakkar-merit-list/
159,BS Sociology / International Relations,Available upon contact,,https://resultlinks.com.pk/thal-university-bhakkar-merit-list/
160,BBA,Available upon contact,40,https://pmdc.org.pk/the-islamia-university-of-bahawalpur-iub-sialkot-admission-guide/
160,BS Computer Science (Sialkot Campus),Available upon contact,40,https://pmdc.org.pk/the-islamia-university-of-bahawalpur-iub-sialkot-admission-guide/
160,BS Economics,Available upon contact,40,https://pmdc.org.pk/the-islamia-university-of-bahawalpur-iub-sialkot-admission-guide/
160,BS Information Technology,Available upon contact,40,https://pmdc.org.pk/the-islamia-university-of-bahawalpur-iub-sialkot-admission-guide/
161,BS Computer Science,Available upon contact,45,https://jaamiah.com/university/times-institute-multan/
161,BS Medical Laboratory Technology,Available upon contact,50,https://jaamiah.com/university/times-institute-multan/
161,DPT,Available upon contact,60,https://admissionscorner.com/times-institute-multan-admissions-fall/
161,LLB,Available upon contact,45,https://jaamiah.com/university/times-institute-multan/
161,Pharm-D,Available upon contact,60,https://jaamiah.com/university/times-institute-multan/
162,BS Computer Science / Artificial Intelligence,Available upon contact,50,https://jaamiah.com/university/university-of-agriculture-dik/
162,BS Zoology,Available upon contact,50,https://taleeminfo.pk/admissions-in-degree-programs-in-university-of-agriculture-dera-ismail-khan
162,BSc (Hons) Agriculture / Veterinary and Animal Sciences / Forestry,Available upon contact,50,https://jaamiah.com/university/university-of-agriculture-dik/
163,BS Agricultural Engineering,Available upon contact,50,https://pmdc.org.pk/university-of-agriculture-faisalabad-uaf-admission-guide/
163,BS Botany / BS Zoology,Available upon contact,50,https://ilmiworld.com/uaf-admissions-2026-27-undergraduate-postgraduate
163,BS Computer Science,Available upon contact,50,https://ilmiworld.com/uaf-admissions-2026-27-undergraduate-postgraduate
163,BS Environmental Sciences,Available upon contact,50,https://pmdc.org.pk/university-of-agriculture-faisalabad-uaf-admission-guide/
163,BS Food Science & Technology,Available upon contact,50,https://pmdc.org.pk/university-of-agriculture-faisalabad-uaf-admission-guide/
163,BSc (Hons) Agriculture,Available upon contact,50,https://ilmiworld.com/uaf-admissions-2026-27-undergraduate-postgraduate
164,BS Craft and Trade Programs (various),Available upon contact,55,https://uac.edu.pk/official/regulations/
164,BS Fine Arts / Design / Architecture / Theatre / Film Studies,Available upon contact,55,https://jaamiah.com/university/university-of-art-and-culture-jamshoro/
165,BBA (4-Year),Available upon contact,45,https://ajku.edu.pk/eligibility-criteria/
165,BS Computer Science / BS AI / BS Cyber Security,Available upon contact,50,https://ajku.edu.pk/eligibility-criteria/
165,BSc Electrical Engineering,Available upon contact,60,https://umis.ajku.edu.pk/admissions/downloads/eligibilty_criteria.pdf
165,BSc Software Engineering,Available upon contact,60,https://umis.ajku.edu.pk/admissions/downloads/eligibilty_criteria.pdf
165,DPT,Available upon contact,60,https://ajku.edu.pk/eligibility-criteria/
165,LLB,Available upon contact,45,https://ajku.edu.pk/eligibility-criteria/
166,"BS (general, most departments)",Available upon contact,45,http://www.admission.pk/universities/universities_display.aspx?university=ub
166,BS Commerce (self-finance),Available upon contact,,http://cms.uob.edu.pk/ugso/admission.html
166,LLB (5 Years),Available upon contact,,http://cms.uob.edu.pk/ugso/downloads/admissin-2025.pdf
167,BBA – Post ADP (Business Administration Background),Available upon contact,,http://www.ucp.edu.pk/
167,BBA – Post ADP (Non-Business Administration Graduates),Available upon contact,,http://www.ucp.edu.pk/
167,BS Accounting and Finance - Post ADP,Available upon contact,,http://www.ucp.edu.pk/
167,BS Artificial Intelligence,Available upon contact,,http://www.ucp.edu.pk/
167,BS Audit And Taxation,Available upon contact,,http://www.ucp.edu.pk/
167,BS Biochemistry,Available upon contact,,http://www.ucp.edu.pk/
167,BS Biotechnology,Available upon contact,,http://www.ucp.edu.pk/
167,BS Business Analytics,Available upon contact,,http://www.ucp.edu.pk/
